date,temp,usage
2024-01-12,4.489375,19.733414015094
2024-01-13,2.9525,26.961155093877
2024-01-14,3.4325,30.22204292942
2024-01-15,-0.75375,39.063419225791
2024-01-16,-0.1529166667,36.811053401241
2024-01-17,-1.033125,39.26512362799
2024-01-18,-2.401875,41.517489452541
2024-01-19,-0.000208333333,37.651488410401
2024-01-20,3.41125,25.549224278487
2024-01-21,8.830833333,26.759450691678
2024-01-22,8.83375,21.27981443195
2024-01-23,8.746458333,21.952162439279
2024-01-24,9.450208333,17.98530919604
2024-01-25,9.16875,19.430857411796
2024-01-26,7.66375,17.548282991276
2024-01-27,4.06625,28.974789915966
2024-01-28,7.017083333,24.974789915966
2024-01-29,10.64,13.949579831933
2024-01-30,7.05244898,19.831932773109
2024-01-31,6.934583333,20.134453781513
2024-02-01,5.376041667,20.413990007138
2024-02-02,9.167291667,18.344039971449
2024-02-03,11.27104167,10.813704496788
2024-02-04,10.81666667,19.057815845824
2024-02-05,9.802708333,21.092077087794
2024-02-06,10.49145833,17.487508922198
2024-02-07,4.386875,20.521056388294
2024-02-08,5.698541667,25.446109921485
2024-02-09,10.21791667,14.311206281228
2024-02-10,7.938541667,17.73733047823
2024-02-11,6.57,22.733761598858
2024-02-12,5.242708333,19.450392576731
2024-02-13,7.317916667,23.982869379015
2024-02-14,12.205625,16.595289079229
2024-02-15,13.35333333,17.45182012848
2024-02-16,10.66604167,11.527480371164
2024-02-17,10.57520833,14.275517487509
2024-02-18,11.40021277,19.093504639543
2024-02-19,9.281666667,13.561741613134
2024-02-20,9.102,23.162027123483
2024-02-21,9.62625,14.311206281228
2024-02-22,6.458958333,29.050678087081
2024-02-23,4.277916667,28.836545324768
2024-02-24,3.118958333,29.800142755175
2024-02-25,3.832291667,32.694
2024-02-26,5.422916667,28.245
2024-02-27,4.62375,29.611
2024-02-28,8.011041667,19.509
2024-02-29,8.4475,20.293
2024-03-01,4.144791667,19.436
2024-03-02,4.022916667,28.711
2024-03-03,2.941041667,32.447
2024-03-04,5.403541667,22.988
2024-03-05,6.664583333,17.12
2024-03-06,6.519166667,23.439
2024-03-07,6.185625,18.688
2024-03-08,6.29375,18.869
2024-03-09,8.61375,16.414
2024-03-10,7.770208333,20.616
2024-03-11,6.878125,18.623
2024-03-12,9.678958333,19.826
2024-03-13,11.835625,14.489
